ID,content,score
13121,Cest vraiment nul. Cest parce quon ne peut pas mette étoile que jai mis une seule,-1
109483,تطبيق جميل عليكم به,1
34010,السودان بكورونا,1
64640,نتوما اكبر كذابا وكتستحمرو الكليانتفوووووووووو لعيكم الله احفظ لنا Ali express,-1
30115,جميل التبضع على App Jumia,1
69050,Merci jumia vous nous fait beaucoup de plaisir,0
115868,حسنآ,0
65527,aouid2014,1
11964,Jaimerais être livré au jour d rendez-vous même et non un jour au hasard. Merci,0
108793,"للأسف كنت مديالكم 5 نجوم بس دلوقتي نجمة واحدة كفاية قوي كل شوية بتخيبوا ظني 
كان الاول شحن كل المنتجات بيتكلف 25ج وبعدين عملتوه 64ج ودلوقتي بقى كل منتج 
ب40ج شحن ومتقولوش الوزن والنبي عشان انا مش بشحن بطيارة وكمان كل الاوردر 
ملابس يعني مش وزن أصلا ويا فرحتي انكم للقاهرة والجيزة ببلاش الشحن طب تمام 
كفاية بقى عليكم هما وتم حذف التطبيق لانه ببساطة ملوش لازمة",-1
8654,Bonne application qui nous facilite les achats en ligne,1
140166,pour quoi cette app ne marche pas sur le réseau wifi,-1
124661,عع,1
79379,هل يوجد في الجزائر يتوفر الدفع بعد الاستلام,1
75351,Magnifique ,1
123533,Cette apk est tres beau,1
935,الترجي يا دولة,1
12192,"Je voulais donner 0 étoiles a cette application mais cest impossible, cette application est une sale arnaque , ils se foutent de leur client .jumia mérite pas de figuré sur Google play , déshonneur ",-1
22462,je suis satisfait de jumia mon partenaire pour tout.,1
129996,Forfait internet,0
102774,تخفيضات تخفيضات,1
69651,"Bonne application, jaime",1
79540,من اوسخ شركات الشحن والمندوبين قمة ف قلة الادب والسفالة المندوب شتمني وسبلي الدين في وشي وحسبنا الله ونعم الوكيل فيكم,-1
126617,"Accès simple , pratique et rapide",1
16636,Besoins dactualiser,0
85516,تطبيق جيد جدا وسهل,1
59557,"Je suis très satisfait des commandes que jai faites et aussi avec le point 
de relais qui est à ptoximité de nous. Merci on est ensemble. Merci pour le 
bon de réduction.",1
25945,j aime beaucoup,0
20035,Vraiment trop bon,-1
90923,لادياصعوبات كثيرا,-1
120629,echec de lopération quand je minscrit carte bancaire/poste,-1
25297,Annuler cette application oui annuler,1
15660,jarrive pas a ouvrir lapplication sur mon telephone je sais pas c quoi le probleme,-1
128085,My ooredoo tunisie. 2d,-1
45808,les ventes flash c est de l escroquerie.,-1
27825,je valide  vraiment,1
140217,Internet ne fonctionne pas,-1
137776,"Problème de mise à jour du compte et des opérations.,pas de transfert d un compte épargne a un compte courant et vis versa",0
59932,Très belle application et merci aussi à jumia  qui nous aide autant,1
69755,Allah issmahlikom,-1
21152,movais qualite des produit,-1
6945,bjr jumia moi je suis satisfait des produits jumia depuis larrivée de jumia. je nai pas eu de problème majeur je paye tout mes appareils chez jumia.moi je suis un client depuis 2016 mais jai pas encore reçu de bon pensé à nous les clients fidèles jumia. merci beaucoup Jumia.,1
62306,Cbon,1
131684,ما جيتو تصلحو لشي كتن للسرقة,-1
84316,منتج جيد جدا وتعامل راقي,1
9249,Très nulle les prix sont deux fois plus cher que lextérieur,-1
84428,ممتاز وشامل اى حاجة ممكن تفكر تشتريها,1
13650,Le service est impeccable,0
77591,amazing ,1
112186,شركة كدابه عشان عملتلي خصم واشتريت بيه منتج والمنتج مجاش عشان خلص ولما استخدمت الخصم في منتج جديد تم الغاء قسيمة الخصم نصابييييييين,-1
137154,...تخلف تبديد لأموال الدولة...التطبيقية لاش تصلح بالضبط...اين معاليم الاشتراك....كيف تحطوا روابط هل تاكدتم منها....لما لا يمكن التسجيل مباشرة من التطبيقية هذي...ما هذا.... فلوس الدولة ماشية للزبلة وجيوب المتحيلين...,-1
71010,Lapp ne marche pas....,-1
45821,eli mayel9ach el haja eli ylawej aliha ycontactikom,1
86550,موقع محترم وممتاز,1
107819,السلام عليكم انا كان عجبني موبايل ريدمي وطلبته بس في فترة تحضير الطلب عجبني موبايل وعايز الغي الطلب,0
10504,Tres bonne visibilité des articles,1
128585,لا يمكنني القيام بعملية إرسال دينار لرقم اخر الرجاء تفعيل هذه الخدمة,-1
79848,السلام عليكم ورحمة الله وبركاته هذا التطبيق تقريبا جميع المنتجات الموجودة فيه من أرظل وأرخص المنتجات وعندما تشتري أي منتج يكون مناسب في الثمن يقومون بحذفه من قائمة المشتريات النصب والاحتيال على مستخدمي هذا التطبيق من طرف الموقع من يسييره لا حولة ولا قوة إلا بالله العلي العظيم,-1
896,Tayara tir tiran,1
10155,Améliorez vos prix et les délais de vos livraisons,0
121777,احلى يسير,-1
71118,DZ,1
80671,هل هناك دفع مقدم والباقي تقسيط علي عده شهور هل توجد هذه الخاصيه,1
8502,Ilya un problème de comptact plusieurs fois jai trouvé de matériel cassé,0
21875,Un gd merci pour l equipe de jumia bonne continuation,1
77909,موقع رائع جدا. شكرا,-1
60156,Pourquoi vs faite pas la livraison a tamanrasset,-1
6671,"Pas besoin de te deplacé , a labris des tracasserie du marché en un seul clic tu as tout ce que tu veux ",1
9100,Service correct mais frais de livraison sur casablanca trop chers,0
21687,"Je rêve de recevoirs un cadeau venant de jumia , vraiment je reve ",1
128246,Akeka w bara marat tetbloukkkaaa,0
79728,موقع احتيال ونصب موقع كدب في كدب الله لا تربحكم,-1
50637,Oho,1
34521,       ,1
84564,مفيد جدا واي شئ احتاچه موجود,1
6158,bonne application certainement. facilité dy trouver des articles quon ne trouverait pas facilement sur nos marchés ou supermarchés,0
129553,"Bi,uxxjriij:-P",1
10633,magnifique et des produits hautes qualités,1
24386,Jaime beaucoup les produits de Jumia ,1
114951,ALex  bOkLa,1
20628,Bonne application rien a dit,0
117124,تقدم ممتاز,1
34813,شابة يزاف بصح كاين دوزان ناقصين,1
48829,Nice app bonne continuation,1
114820,اللغه العربيه,-1
122713,CV bien 169,1
111198,الابلاغ عن موعد تسليم الشحنات يجب ان يحدد يوم الاستلام او اسم ورقم هاتف شركه الشحن  ويجب الاعلام بالتطبيق عن هاتف شركتكم وطريقه ارتجاع المنتج,0
140341,ما ارزن ملايكتها وما فيها حتى شيء جديد صبيتهاو اندمت,-1
2174,بصراحة التطبيق القديم خير من هذا برشا,-1
120655,top top top merci pour la facilité de tout ces services,1
438,Lapplication est nulle,-1
112737,الأسعار عاليه جدا اكثر من السوق بكثير,-1
141629,"Lapplication est utile si elle fonctionne correctement, mais malheureusement elle se plante la plupart du temps....",-1
83782,كان ليه عدد نقاط طلبت حاجات واما عرف انه نقط محدش بعت حاجه مع اني اتعملت معاهم كذا مره,-1
124533,أورنج أخيب و أتعس ريزو في تونس,-1
83444,البرنامج ده جميل جدا بجد واسعاره رخيصه جدا علفكره,1
115768,خخخخخخخخخخره,-1
111319,غير متوفر اللغة العربية,0
35418,Setune application trestres goiniozr,-1
64109,Veuillez faire un système de paiement soit par carte bancaire ou soit paiement par le compte google play car notre carte bancaire est liée à notre compte google cest pas tous le monde qui a orange Money,1
131485,معادش دور العجلة,-1
89914,جميله للغايه,1
108804,بصراحة ناس محترمين جدا وطلبنا منهم كذا اوردر وبيجوا ف مواعيدهم,1
120478,Jai payé ma facture Topnet avec un message de paiement réussi mais toujours ma facture est marquée comme non payé dans le site de Topnet en plus que ça jarrive plus a se connecter il me dit de vérifier ma connexion internet  Beaucoup de beug a corrigé svp,-1
5379,"Merci à jumia qui a traité ma préoccupation avec beaucoup de courtoisie et une promptitude sans pareil. Je vous souhaite de coeur bon vent, que Dieu vous élève encore et encore.",1
126998,Meilleur application et très efficace pour avoir une bonne gestion,1
113424,موقع عقيم ومتخلف,-1
92046,علاء محمد,1
4199,"Jumia est très bonne application je conseille à toits le monde,je que je narrive pas à avoir accès aux flash vente",1
73838,c nul,-1
11822,Top services à la hauteur,1
124077,روعة جميل جدا,1
69185,Cool I love it so much,1
34117,Hhhhh5,-1
120659,Comme pour toutes les applications tunisienne erreurs bug....,-1
86158,رائعه جدا تطبيق ناجح,1
14381,"Rien na changé apparemment, tjrs le même problème ... vous faîtes quoi pour le régler sérieux",-1
70553,Nul nul nul تجارة فاسدة,-1
78899,سؤال هل يتم التوصيل للجزائر وبكم توصلون الطلبية الواحدة,0
18597,j adore tout s implement ,1
56305,Nuuuuuul Nuuuuul Nuuuul,-1
10558,super facile simple et rapide,0
127831,Bien mais .......,1
105519,نصاااااااااااااابين,-1
111740,البرنامج حلو بس فى حاجه مش حلوة عندى سؤال لو انا طلبت حاجه ينفع ادفع كاش ولا لازم فيزا انا طلبت ماوس من jumia express هل كده هدفع كاش ولا فيزا   ارجو الرد لاعطى الخمس نجوم,0
46721,Des escros,-1
23577,"Jumia est la meilleure, ils sont sérieux",1
126724,"très bonne application : ça vous évite de chercher les codes des services, tout est faisable en quelques clics. Je recommande fortement ",1
65888,Cest une Bonne application,0
72821,Iz,-1
139154,"Nulle, non jouable les commandes aussi ne sont pas bien placé, désinstaller dés le premier essai.",-1
64638,Il ny a pas beaucoup de promotions,0
27046,cest fort,1
70062,Oooooh   bellla,1
142058,فشل تام,-1
18453,"Matnajamech ta3ml réclamation 5ater mathama 7ata num joignable, livreur ma3ejbetouch ladresse mte3ek yraja3 lcommande w ya3melek annulation w matnajem ta3ml chayyy",0
41197,Jaime jumia 100%,0
87813,ف منتهي الاكسنتشيلنزيزر,1
20382,"je suis tres enervé contre jumia je met mon adresse bas sansadra san pedro et on me dit pas de livraison changer dadresse, donc jumia livre pas a san pedro svp reopdez moi",0
86724,موقع محترم جدااا وانا جربت اشترى كذا منتج واستلمتة فاقل من 48ساعه وتغليف بيحمى المنتج من اى تعرض للتلف وشكرا جوميا,1
11737,Trop cool pour achat,-1
3918,Magnifique Application rapide et pratique,1
86426,لا يوجد توصيل لرأس سدر اتمنى التوصيل لرأس سدر,0
26669,jumia cest très super,-1
65656,Je narrive pas voir les articles puisque rien ne souvre et jenlève 2etoile,0
82599,انصح به كل الناس ياريت تحملوا هذا البرنامج,1
22377,Cool pour linstant,1
61661,Ben pas trop efficace car la dernière fois jattendais tellement ma commande et je nest pas reçu donc je suis un peu deçu,0
86106,مش عارفه اطلب حاجه,0
18696,acceptable dans lensemble,1
123154,Jarrive pas à consulter mon espace toujours il maffiche quil ya un problème technique et le pire que ce problème nest pas résolu jusquà aujourdhui malgré mes divers essais cette application est un big flop pour moi ,-1
123625,Na3n zokomkom réseau ki zeeby,-1
108135,"كان نفسب يكون الدفع عند الاستلام واتمنا يعدلو من كده انا طالب ساعه سامسونج 
بس بيقولي الدفع عند الاستلام",0
131816,Mauvais app,-1
14897,Passionnant qui nous permet de gagner en temps,0
134646,Hadidi abdel karim,1
3477,Très bon application mais cest vous faire un système du point pour vous client pour avoir des objets offert,1
55908,Excelent vraiment,1
82446,خدمه ردائيه جدا العميل كلمنى وقالى جايلك ورنيت عليه ست مرات مردش على ولغيت الاوردر بسبب عدم رده وكلسن على ورن على بعد ساعتين خساره النجمه والله بس للاسف مش هينزل التعليق غير لمه ادى نجمه,-1
134864,"Application fechlaa yeserr ma te5demechh ,",-1
18281,Il ya des chose c pas comme les photos a %,-1
1801,Lancienne version est plus pratique. Comment je peux la retrouver et la télécharger  Si non je nutiliserai plus tayara :,-1
68575,Super facile  a trouver les produits de qualité  et moins chers merci bien,1
37072,Très bon ,1
18344,Merci de bien voir les qualités,0
120648,Lencaissement des mandats western Union ne fonctionne pas,-1
127500,erreur dans laffichage de lapplication.,-1
14436,Très satisfait . Merci et bon courage,1
120269,Ça fait plus quun mois tjini page feha votre compte est désactivé je sais pas pk jai contacté votre service client sur instagram ils mont dit que je dois vous contacter par téléphone je vous ai appelé mais personne ma répondu,-1
67141,Se faire éjecter à létape de validation de la commande ... Extrêmement pitoyable de votre part. Pourquoi restreindre la Mega Vente à une application qui nest pas capable de supporter.,-1
47880,bénéfique,1
53639,Cool jujumimiaaaa,1
106214,Very bad app,-1
6279,"Jaime cette appli, car elle me permet de faire les achats sur place. Mais les frais dexpédition sont kamem bcp",1
4673,La meilleur des boutiques en ligne. Merci jumia,1
5009,Jai toujours été satisfaite,1
83856,جيد الي حد ما ولكن لايدعم الشحن المجاني ,0
132018,Tafahat 8achachin,-1
50423,متجر رائع. سلع متنوعة اثمنة مناسبة. لكن مصاريف الشحن مرتفعة مقارنة مع متاجر أخرى كانت مصاريف الشحن معقولة ومقبولة لكنها ارتفعت في الآونة الاخيرة . الاسباب ,0
23598,Pour le moment... Je suis un nouveau Fan.. Waït  Ses..,1
64631,لماذا لاتبيعون هواتف شاومي فهي مطلوبة بسبب تصميمها و سعرها المتوسط المرجو عرضها,0
81490,برنامج ممتازيمكنك جني للمال من خلاله,1
14646,Bien.. Mais nous voulons plus rapides offres,0
53391,Très interessant,1
81569,كنت عايز اديله 5نجوم بس المشكله انو مفيش مكان ليه الا علي الانترنت ممكن تعملو فروع ف كل مكان وده هيكون احسن,0
6583,"Lapplication ne bug pas, et il est très facile de retrouver les produits recherchés. Merci a Jumia",1
127030,Pb de connexion avec cette application sachant que je dispose dun galaxie s7,0
128135,excellente ,1
2171,Ya3tikom 3assba likom w lel site mte3kom kollou publicité karahtou zebi fi recherche ,-1
78913,لماذا ليس هناك المغرب,-1
27842,jumia cest super,0
53497,claser importe,1
129974,Merci beaucoup all 200 Mo,1
18431,très satisfaite merci beaucoup jumia ,1
18369,Dommage je peux pas donner 0 étoiles. Vous êtes de très grands menteurs ,-1
19818,c est geniale cette appli,-1
5145,Cest une bonne applis surtout au niveau des achats sauf que tout le monde dans ma famille y trouve son compte mais pas moi..il y a certains articles que je recherche mais qui ny sont pas..du matériels de dessins professionnel ou technique tel que des crayons HB  B ou fusain par exemple des gommes mie de pain ou des rapidographes ou des stylos à plumes etc je ne trouve rien de tout cela moi..,0
4468,La livraison ne se fait pas a tend de meme pour le rembourssement,0
89176,شركه ممتازه,1
99900,Flow,1
27949,Walah matahachmo ga3 3la 3ardkom yatmasakhero banas t9oulou ou matab9ouch haja matanajmoulhach madirohach matathalbouch ntouma ana gelt bdaw ydakhelou fal3a9liya ta3 promo friday kima les Européens bsah ntouma makach ga3 mata3rfouch tsayrou imkaniya management zéro 3andkom jumia,-1
25373,trois etoiles sur le compte,0
115388,عباتحليونلرلانل,1
86297,كلفة التوصيل عاليا ومفروض اوردر منتجين تلاتة ياخدو اربعين مش على كل طللب اربعين,0
5177,Je viens de recevoir les collis que jai commandé et bien sur trois colis il ya une coli qui ne fonctionne pas parfaitement bien veiller me contacté sur Gmail svp,0
475,Je ne peux pas envoyer mon code,0
11052,"Application bonne et facile à utiliser, je vous souhaite beaucoup de succès",1
5860,Je ne suis pas daccord avec les frais de livraison quand on commande plusieurs biens. Pourquoi payer en double la livraison si jachete 2 bien du meme vendeur et qui sont livré en meme temps ,0
7779,cest rapide et juste efficace comme communication et transfert des colis.,1
72907,00000000zir,-1
5309,"Client jumia depuis des années , jai désinstallé cette application carrément , en voulant passer commande ils minforment que suite à des précédents  le paiement à la livraison est désactivé pour moi , et la cause des livreurs qui manquent de professionalisme et de politesse qui se pointent à limproviste en tharcelant dappels dans des moments où tu es absent , en te signifiant soit tu prends le pdt tt de suite ou on fait un retour, sachez que c moi le client et qui a besoin de qui ",-1
134621,Bravo bravo.,1
78616,نصابين ليا فلوس بقالها اكتر من اربع شهور ولغاية دلوقتي لا حياه لمن تنادي ولا انصح احد بالتعامل معاهم,-1
6778,simple et rapide le ptit défaut es quon n peut pas négocier les prix des produits ou bien je sait pas si cest moi qui n sait pas se côté fonctionne,1
82623,صديقى دائم لديكم وهو احمد كريم ونفس عنوانه هو عنوانى وهو دائم الشكر فى معاملتكم . وشكرا لكم,1
18703,Cest une magnifique application,1
123084,"jai fait aujourdhui le MAJ de lapplication, dès le matin je souhaite accéder à mon compte et ça memmerde car je nai pas réussi après plein dessai. Toujours lerreur technique qui survenue tout le temps je ne connais pas quand vous planifier résoudre ce bug car ça rend the User Experience médiocre.",-1
80005,هناك امور لا تعجبني فيه ومن اهمها احتساب رسوم التوصيل لكل منتج علا حدة حتى لو اشتريت الكثير من السلع,0
121860,Elle buge,0
15746,Application utile facile a utilisé,1
48932,Bonnes,0
120602,Je n arrive pas a ouvrir l application,-1
22069,J aime bien jumia et je le recommande à mes amis,1
6343,"Bonne Application, vous trouverez pleins darticles intéressants avec des prix raisonnables, livrée à domicile.",1
59869,رابط اعادة كلمة السر غير متاحة,-1
28930,Null,-1
116179,ليك,1
79815,همج همج على كل ما هو جديد فى عالم النت ا٦٦٥٦٥ التعليمي للطلاب الأجانب الملتحقين ببرامج المشاركة في هذا المنتدى لا تستطيع ارفاق ملف في,1
30187,تآبوناو عندي فلاشين,-1
69165,Lapplication est bonne..  Elle est vraiment utile,1
38192,Exelence,1
42363,merci bq,1
82321,لان هناك بعض الأشياء ليست موجوده,1
126625,un peu de problemes avec la connexion,0
90470,تجريه ممتازه وانصح بيه,1
131886,Je désinstalle.,-1
5919,Lapplication est bien dans lensemble sauf au niveau de lespace gaming ou les recherches ne correspondent pas et quil nexiste des promotions a legard des jeux sur console ce qui decourage vu leurs prix eleves par rapport aux autres plateformes,0
84258,أفضل خدمة تسوق شفتها بحياتي وأفضل الأسعار,1
82275,أستغفر الله العظيم وأتوب إليه,1
110522,It good but It will be better with bookshop,1
26808,sympa de ma part,1
114834,اسعارهم غالية,1
64389,"Pratique,super",1
26429,top de shopping Maroc,1
17042,Trop compliquer pour avoir un compte,0
25388,Crah tres bien jumaia,1
14122,Avec jumia cest le paradis sur terre,1
87043,لسه بانتظار الوصول,1
116284,سيف,1
10231,qualité de livraison zéro et j ai tous annulé 6 commandes mais je remercie le staff de la Ligne téléphonique très polies au contraire du livreur,-1
57564,Super tout ça,1
30067,",,",-1
44695,j aime,1
26122,ils sont généreux,0
137635,Depuis le juillet 2017 jaccede plus a mon compte pourtant mon login et mot de passe sont correcte et vérifié par ma banque,-1
99081,درنظزدز,0
90504,اسعار الاون لاين عاليه وشكرا,1
56290,نصحكم تيليسرجيوها شرك توصلك لكومند تعك لدر تسلك بلبيطق أو كيما يوصلك تسلك,1
45483,jaime,1
55937,Gros bisou,1
10173,Très très bonne application cest la meuilleure,1
51741,Satisfaction totale des services et prestations de votre part.,1
27837,bnn courage JUMIA Merciiii,1
79871,الموقع افضل من التطبيق خصوصا في تصفية المنتجات في البحث. فريق خدمة العملاء ممتاز بس الخدمة الصوتيه محتاجة تحسين.,0
56924,étirement bien fait et pratique,1
5165,CÉTAIT très agréable merci,0
119845,"Service nul , à éviter cette application",-1
13639,Cest bon mai souven chez au transport des produits,0
32945,Ma3lich jibo 3faysse ta3 bts,0
114436,شركات الشحن زباله,-1
22343,bonne continuation vous faites du bon travail..,0
140313,vive l operateur national,1
89767,انة احلي تتبيق للتسوق والخصومات مذهلة,0
85039,دلوقتي عايز الغي الفيزا بتاعتي من الدفع مش راضي,-1
123472,Mauvaise et bidon,-1
62856,null nessaba alah yakhod fikom ha9,-1
29205,C cool,1
119954,Je viens de le decouri,1
2140,تطبيق سيئ للغاية  القديم أحسن برشا هذا فيه عشرات المشاكل من بينها : غياب عنوان القطعة أو الشئ المراد شرائها  معضلة الأتصال المباشر مع البائع  لا تستطيع تسجيل أو حفظ شئ إن أعجبك  لرؤية الغرض المراد يلزمك الدخول و الغوص حتى تعرف مميزاته ووووو حقيقة شئ مزعج مقارنة بالتطبيق السابق ,-1
132095,طيارة علخر,1
8809,compliqué tout de même. mais plein de ressources.,0
13559,Vos produits sont excessivement chers. Jai acheté une table pour enfant à 300da et vous vendez la même à plus de 1000 DA. VOUS ÊTES NORMAUX ,-1
1868,merci,1
131090,رؤية رؤية ر رؤية رؤية رر رؤية ر رؤية WC WC x WC xxc,0
133877,ضخمم جدآ,1
58108,Jaime jumia et cette application car ils sont efficaces,1
90906,ن٩تت ٨ وكمة٠ ٨٨٨٨هةة,1
27715,Wè cest bon,0
67379,جو ميا 00 كيضحكو على الشعب  حيت لقيتو غير الضبوعة وزيد على الكدبة  ديال يرجعو ليك فلوسك غير كدوب انا  خديت طابليت وخسرات مبغاوش يردو الفلوس قاليك خود شيحاجة اخرى عوض ديك الطابليت أكبر شركة نصب هي هاد جوميا  الله يعطيهم الغراق,-1
92770,تجربة جيدة,1
80358,بصراحة انا اول مرة اتعامل مع شركة بالشياكة والذوق ده ف مصر حاجه تشرف هو ده اعلى مستويات الامانه والالتزام المطلوبه ديما متفوقين ان شاء الله,1
61786,Délais de livraison beaucoup trop long et non conforme à ce qui est indiqué,0
140212,Je suis pas satisfaite avec lapplication,-1
138206,Je nai jamais vu une application plus énervante que celle la. Toujours elle taffiche des erreurs. Tu ne peux faire aucune transaction. Je recommande de la nommer UIB ERREUR,-1
112269,شركة زبالة ومنتجات رديئة,-1
42361,خدمة سيئة,-1
35499,Premier achat,0
4218,Arnaque BLACK FRIDAY  Vous avez lancé loffre à 15:00 en 15h1seconde le stock de 5 cinq téléphone est en rupture  Donc dans même pas une seconde on peut effectuer la commande et la confirmer ... HAHAHA du nimporte quoi ... ,-1
82294,للاسف عدم وجود تليفون للتواصل غير الرقم الموحد امر سيء  انا طلبت شحنة وجاء المقاس غلط معرفتش أتواصل مع حد,-1
51444,bon bon,0
20996,bon service a encouragé,1
122313,maj nulle,0
25129,je ne lai jamais utiliser,0
26492,Service par tele 3%,-1
137896,Boñne application,1
54460,تطبيق كداب Black friday ,-1
42945,Bien ok,0
138709,mauvais interface,0
36945,Tooooooooop ,1
1858,Nullllll  lancienne version cest beaucoup mieux,-1
10582,Très bonne expérience tjr livré à temps,1
65773,Jadores,1
8398,Votre application met sérieusement du temps avant de sinstaller quelle perte de temps ,-1
140597,Pas adapté,0
120671,Tjrs .. veillez vérifier vos données Ne sert à rien.,-1
83902,بصراحه التطبيق ممتاز بس موضوع الشحن من بره ده مكلف جدا حاجه ب ٦٠ جنيه تخد عليها جمرك ٩٩ جنيه محدش هيشتري هتقف غاليه اوي لازم تراجعو موضوع الجمرك ده وشكرأااااأااااااا,0
17702,diminution des frais,0
18744,Lapplication est trop tope,1
71435,Inaccessible,-1
114119,جديد جدا ولكن لازم العميل يعاين طلبه عند الاستلام من مندوب الشحن,1
57354,"Jumia cest extra mais on est obligés de souvent perdre la journée pour 
être livré",0
15923,Cest ma toute 1ère fois. Jattends de voir la suite pour donner mon commentaire,0
138007,jarrive plus à me connecté sur lapplication ,-1
85680,سهله و ممتعه ولكن في انتظار الطلب,0
66066,اعزائي لا تقوموا بالشراء من هذا الموقع لانه مخادع و خدمة العملاء فيه سيئة جدا اذا اشتريتم منتج و ضهر فيه عيب فلا تحلموا ان يتم ارجاعه زيادة على ذلك السعر اغلى بكثير من المحلات و الجودة منخفضة .,-1
7743,Une application assez interactive  Mais peut-être encore parfaite,1
18590,mes 5 ans ont 66 ans mais il y,0
14750,Jai pas aimé tt les produits que jai acheté sur votre site bouilloire catastrophique,-1
5394,"jai bien aimé cette application jai un seul problème en ce qui concerne la livraison car quelques fois le prix du produit est inférieur de celui de la livraison ce qui nencourage pas à acheter, et aussi il ya des frais de livraison sur chaque produit.",0
60345,Cest une bonne application pour les shopping,0
84241,جيد في بعض الاشياء,0
103250,led سامسونج,0
24349,Je suis un nouveau utilisateur,0
15760,Ce sont des voleurs ne rien acheter là bas sil vous plaît ce sont des produits dégradés et tout pourris,-1
78370,اشتريت اتنين تليفون انفينكس المفروض انهم سعة 128 جيجا لكن اللي اتبعت 64 جيجا ولما كلمتهم بيقولوا حضرتك اختارت 64 مع العلم ان سعر 64 اقل من المبلغ اللي دفعته وبعد مرور حوالي اسبوع بعتلي ارجع المنتج وطبعا بعد ما قالوا ان المنتج من اختياري لكن بعد ما كنت شغلت الفون ومفروض ابسط حاجه ليا فروق الزياده اللي دفعتها فيهم لا انصح بالتعامل مع هذه الشركه أصبحت لا أثق فيها,-1
13378,Il faut améliorer le service de livraison,0
10107,cest un très bon application il manque des articles à vendre,1
41271,موقع مضهل,1
82039,تأخير الطلبات عن الموعد المحدد,0
77966,انا محتاج مساعدتكم على الشراء مش عارف اشتري ارجو الماعده,1
24450,la pluspart des promotions sont quune arnaque sur jumia.......,-1
61610,Jai passé commande de 3 articles mais je nai reçu quun seul article. On me donne comme motif que ce nest pas le même fournisseur.,0
62599,Tfooo gans kadaaab galik black friday,-1
33730,Fuji,0
24327,Je vous souhaite une bonne continuation Jumia Bravo,1
126708,Il manque l option pour le transfert d argent et celui du forfait internet vers un autre numéro. Application nulle. Interface trop combrée où tout est pêle mêle.,-1
21227,Service nul nul nul nul nul nul,-1
51040,اشتريه فقط ب xxx باستعمال الكود yyyy على التطبيق. عند إنزال التطبيق لا فرق في الثمن بينه و بين الحاسوب,0
13170,jaime jumia car elle permet à la population dêtre informée sur les différents articles.que le seigneur donne longue vie à JUMIA.,1
12232,Malheureusement il y a pas de possibilité de payer par carte bancaire sur certains articles,0
128867,Chicon vh,1
89041,كويسين جدا وذوق وتعاملهم راقي,0
77985,من فضلكم انا طلبت منكم كذا حاجه منكم انهارده وعاوزه الغي حاجه واحده منهم اعمل ايه ارجو الافاده,0
15980,Excellente et pratique,1
1296,achatpeugeotpartnertepeemaxunan,-1
7128,Jusquà là je suis satisfait,0
52731,يعطيكم الصحة فالاسوام,1
86637,جميل الي حدا ما,0
14265,Nous fait énormément de bien. Seulement vérifier le sérieux de certains de vos fournisseurs qui veulent souvent ternir votre réputation.,0
5567,"Bonne application, mais encore mieux si après achat de produit on pouvait avoir une option annulation de commande au cas où ça tarde ou contrainte imprévisible. Ceci vous éviterait une logistique non rentable. Merci",1
24578,Jai passrr une commande je l ai jamais eu,-1
66660,"But I still have a problem, Im from Algeria but the app doesnt open the page of my country therefore cant buy a thing",0
917,Yosri,1
87268,أحسن موقع للتسوق,1
27839,jadore ,1
37463,satisfete,1
67646,Mercie jumia vraimen grace a vous la chairte de la vie prend du recule et le momde reprent le sourie,0
1425,Génial,1
88292,تطبيق جميل ومنتجات جيده,1
20289,Ok un peut bon.,-1
81436,يجب مراجعة سلامة المنتج قبل تسليمة الي العميل,0
70172,كتغليو بزااف,0
105700,kolchi mezyan,1
68554,Pas mal ...parfois des objets sont pas à la hauteur... Ou  non comme on souhaite ....en général... Pas mal,0
12812,"Ça se desinstalle tout seule, je ne fait que réinstaller seulement pfff",0
25332,déçu par le black friday,-1
102672,شراء ساعة,0
66703,Fatima,-1
127276,Service indisponible....,-1
126787,La nouvelle interface est bonne mais lhistorique ne saffiche pas Aussi pour désactiver les services renouvelables nest pas visible,0
27562,C parfait de utilisé jumia,0
37668,Niiiiiiice,1
30998,Pas de service après vente.ماكاينش الضمانة بعد البيع.حانوت في الزنقة احسن منهوم,-1
119637,"Lapplication nécessite quelques ajustements : - elle affiche que les boutiques dans les limites géographiques de la position GPS , pourtant dautre commerces ne sont pas loins mais il faut les chercher ou changer dadresse . - jai attribué une note de 4/5 sur pour un commerce et voilà que je trouve que ma note est de 1/5 , de même je peux pas consulter ni modifier une note ou ajouter un avis . - il nexiste pas un champ pour faire une observation  exp svp jus sans sucre,Obs pour ladresse.etc",0
107989,"كل ما بشتري حاجه أراجع الطلب يقولي رجع لعدم التواصل معك و الكلام ده غير 
صحيح و انا مش عارف اشتري حاجه علي الرغم من اني اشتريت حجات كتير وكانت بتوصل 
والعنوان موضح وسهل وياريت يكون في البرنامج طريقه لمراسلة القائمين عليه 
وشكرا وارجو الإفادة والرد",1
111435,بخير,1
85754,ساعه جميله جدا وشيك جوميا متميز جدا فى التعامل,1
134776,app null null null..,-1
13315,pourquoi avoir augmenter les frais de livraison c trop cher comme frais,0
12572,Très sympa....Oui jaime et cest très formidable les prix,1
136665,Cette application est très lente,-1
30107,Mazelt machoftch naw3iya mta3 les.produits. mte3ha mais Nchallh ykounou fi lmostawe ,1
28966,Jaime,1
26328,Elle me plait,1
